country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Equatorial Guinea,1986,137.7,47.33,5.87,330247,189765615.7,Africa,Middle Africa
Eritrea,1986,103.9,49.38,6.55,2843141,NA,Africa,Eastern Africa
Estonia,1986,18.5,71.11,2.19,1536112,NA,Europe,Northern Europe
Ethiopia,1986,129.7,41.39,7.42,42097111,5322089427,Africa,Eastern Africa
Fiji,1986,28.2,64.2,3.57,718548,1245993741,Oceania,Melanesia
Finland,1986,6,74.86,1.6,4921293,86377372397,Europe,Northern Europe
France,1986,8.2,75.95,1.83,55686610,952690141655,Europe,Western Europe
French Polynesia,1986,NA,67.59,3.7,180069,2369946312,Oceania,Polynesia
Gabon,1986,63.5,58.04,5.65,853039,4026440716,Africa,Middle Africa
Gambia,1986,88.9,58.97,6.19,766598,484867022.3,Africa,Western Africa
Georgia,1986,42.5,69.86,2.27,5340061,9641724714,Asia,Western Asia
Germany,1986,8.7,74.75,1.44,77671877,1353866228890,Europe,Western Europe
Ghana,1986,92.1,55.75,6.04,13103975,2717993397,Africa,Western Africa
Greece,1986,14.9,75.73,1.65,9945576,93289790481,Europe,Southern Europe
Greenland,1986,NA,63.81,2.04,53799,853877850.5,Americas,Northern America
Grenada,1986,19.3,69.06,4.2,100146,269463805.5,Americas,Caribbean
Guatemala,1986,70.4,62.28,5.84,8320498,11179075019,Americas,Central America
Guinea,1986,152.8,48.35,6.65,5223553,1752616479,Africa,Western Africa
Guinea-Bissau,1986,145.9,49.87,6.74,966039,153620752.6,Africa,Western Africa
Guyana,1986,50.2,63.41,2.53,755598,493676804.6,Americas,South America
Haiti,1986,111.5,52.81,5.92,6527545,NA,Americas,Caribbean
Honduras,1986,53.4,67.67,5.55,4366401,4439719001,Americas,Central America
"Hong Kong, China",1986,NA,76.53,1.44,5486965,88164639927,Asia,Eastern Asia
Hungary,1986,20.6,69.22,1.83,10526561,44731203330,Europe,Eastern Europe
Iceland,1986,5.9,78.38,2.14,244145,6148275293,Europe,Northern Europe
India,1986,98.1,57.11,4.2,799607235,216965662681,Asia,Southern Asia
Indonesia,1986,71.6,62.15,3.61,168402027,81967185137,Asia,South-Eastern Asia
Iran,1986,54.7,59.01,6.02,49205577,63032547032,Asia,Southern Asia
Iraq,1986,46.1,60.65,6.16,15937864,NA,Asia,Western Asia
Ireland,1986,8.7,74.93,2.34,3566327,NA,Europe,Northern Europe
Israel,1986,11.5,74.92,3.07,4148764,60431592244,Asia,Western Asia
Italy,1986,9.9,75.94,1.38,56956635,830490956712,Europe,Southern Europe
Jamaica,1986,28.3,74.84,3.22,2333427,6029665319,Americas,Caribbean
Japan,1986,5.2,78.22,1.7,120551455,3408479175849,Asia,Eastern Asia
Jordan,1986,34.3,70.15,6.37,2884065,5811160747,Asia,Western Asia
Kazakhstan,1986,48.5,68.34,3.03,15972360,NA,Asia,Central Asia
Kenya,1986,62.5,62.09,6.77,20393724,8591336667,Africa,Eastern Africa
Kiribati,1986,79.5,56.5,4.8,65519,44984702.5,Oceania,Micronesia
South Korea,1986,7.9,69.58,1.75,41059473,206381181576,Asia,Eastern Asia
Kuwait,1986,18.5,75.95,3.7,1823201,NA,Asia,Western Asia
Kyrgyz Republic,1986,61.4,65.23,4.07,4095873,1618704665,Asia,Central Asia
Lao,1986,120.6,49.02,6.34,3785230,807863747.8,Asia,South-Eastern Asia
Latvia,1986,15.7,71.09,2.14,2604484,9956941786,Europe,Northern Europe
Lebanon,1986,32.2,68.29,3.38,2677290,NA,Asia,Western Asia
Lesotho,1986,75.3,57.88,5.24,1495101,438908116.9,Africa,Southern Africa
Liberia,1986,158.6,48.62,6.82,2206867,1172842726,Africa,Western Africa
Libya,1986,43.4,71.56,6.25,3961363,NA,Africa,Northern Africa
Lithuania,1986,14.5,72.45,2.06,3595362,NA,Europe,Northern Europe
Luxembourg,1986,8.9,74.44,1.46,368662,9511527496,Europe,Western Europe
"Macao, China",1986,NA,74.31,2.02,309226,3355388797,Asia,Eastern Asia
"Macedonia, FYR",1986,44.3,70.6,2.37,1988401,NA,Europe,Southern Europe
Madagascar,1986,108.3,54.38,6.18,10264368,2907988681,Africa,Eastern Africa
Malawi,1986,149,47.9,7.49,7617137,1106746579,Africa,Eastern Africa
Malaysia,1986,17.5,70.73,3.63,16221767,34271437387,Asia,South-Eastern Asia
Maldives,1986,81.2,62.41,7.06,196283,NA,Asia,Southern Asia
Mali,1986,140.7,47.45,7.1,7957390,1472022433,Africa,Western Africa
Malta,1986,11.7,76.08,2.06,341978,1818722232,Europe,Southern Europe
Mauritania,1986,84.1,58.28,6.14,1815692,911536847.6,Africa,Western Africa
Mauritius,1986,24.4,68.38,2.26,1023278,2093615679,Africa,Eastern Africa
Mexico,1986,43.8,69.84,3.78,78939441,366099126584,Americas,Central America
"Micronesia, Fed. Sts.",1986,45.4,63.99,5.45,87948,163395772.3,Oceania,Micronesia
Moldova,1986,31.4,67.29,2.65,4253162,3429668862,Europe,Eastern Europe
Mongolia,1986,91,60.71,5.14,1976311,1039187073,Asia,Eastern Asia
Montenegro,1986,19.9,74.08,2.02,616357,NA,Europe,Southern Europe
Morocco,1986,74.1,64.91,4.75,23084731,25578766676,Africa,Northern Africa
Mozambique,1986,167.5,50.21,6.37,13155271,1872013803,Africa,Eastern Africa
Namibia,1986,55.4,60.65,5.76,1194769,2377200302,Africa,Southern Africa
Nepal,1986,115.4,54.98,5.44,17091959,2823613810,Asia,Southern Asia
Netherlands,1986,7.7,76.31,1.55,14551065,245808904500,Europe,Western Europe
New Caledonia,1986,NA,69.37,3.09,156502,1392679297,Oceania,Melanesia
New Zealand,1986,11,74.28,2.16,3290132,37974476325,Oceania,Australia and New Zealand
Nicaragua,1986,58.6,69.67,5.27,3796914,3303604303,Americas,Central America
Niger,1986,140.9,45.09,7.77,7031675,1413814378,Africa,Western Africa
Nigeria,1986,124.9,53.67,6.66,86118043,27633761236,Africa,Western Africa
Norway,1986,8.3,76.21,1.71,4164166,111828214159,Europe,Northern Europe
Oman,1986,45.8,69.17,8.1,1561493,11079522789,Asia,Western Asia
Pakistan,1986,113.1,60.77,6.37,95207133,40002824738,Asia,Southern Asia
Panama,1986,29.1,73.76,3.33,2268619,7594829808,Americas,Central America
Papua New Guinea,1986,69.1,55.19,5.11,3771578,2330781992,Oceania,Melanesia
Paraguay,1986,41.9,73.11,4.93,3777764,4897781398,Americas,South America
Peru,1986,67.6,66.41,4.25,19996250,43698325388,Americas,South America
Philippines,1986,48.4,66.35,4.63,55803915,50139679840,Asia,South-Eastern Asia
Poland,1986,17.1,71.07,2.23,37703942,NA,Europe,Eastern Europe
Portugal,1986,15.5,73.61,1.71,9925410,69215172550,Europe,Southern Europe
Puerto Rico,1986,NA,74.07,2.31,3400048,33736327162,Americas,Caribbean
Qatar,1986,22.5,73.74,4.72,398326,NA,Asia,Western Asia
Romania,1986,32.2,70.02,2.37,23205267,49321357908,Europe,Eastern Europe
Russia,1986,24.3,69.8,2.18,144016095,NA,Europe,Eastern Europe
Rwanda,1986,95.1,49.42,8.17,6410594,1641567236,Africa,Eastern Africa
St. Lucia,1986,21.3,69.83,3.78,128620,344032616.1,Americas,Caribbean
St. Vincent and the Grenadines,1986,25.8,68.92,3.23,105197,226193438.6,Americas,Caribbean
Samoa,1986,29.4,66.67,5.51,160591,195839303.4,Oceania,Polynesia
Saudi Arabia,1986,48.8,71.66,6.5,14016569,127957463789,Asia,Western Asia
Senegal,1986,78.1,55.36,7.01,6638186,3179646769,Africa,Western Africa
Serbia,1986,32.5,71.78,2.27,9306283,NA,Europe,Southern Europe
Seychelles,1986,16.7,69.36,3.08,70011,301844521,Africa,Eastern Africa
Sierra Leone,1986,159.4,52.98,6.82,3569102,978008657,Africa,Western Africa
Singapore,1986,8.4,73.27,1.43,2766755,32214412480,Asia,South-Eastern Asia
Slovak Republic,1986,18.6,71.07,2.2,5185157,27380932820,Europe,Eastern Europe
Slovenia,1986,11.5,72.17,1.68,1962890,NA,Europe,Southern Europe
Solomon Islands,1986,34.8,59.84,6.21,278846,NA,Oceania,Melanesia
South Africa,1986,53.2,60.32,4.18,33733547,102167759770,Africa,Southern Africa
Spain,1986,10.9,76.59,1.55,38854360,364938885630,Europe,Southern Europe
Sri Lanka,1986,22.6,70,2.8,16413729,8656355060,Asia,Southern Asia
Sudan,1986,83.8,58.01,6.4,17618852,6024243459,Africa,Northern Africa
Suriname,1986,44.7,69.15,3.2,376973,808389565.5,Americas,South America
Swaziland,1986,62,59.15,6.29,734790,682721812.2,Africa,Southern Africa
Sweden,1986,6.3,76.98,1.8,8377863,182339143634,Europe,Northern Europe
Switzerland,1986,7.2,77.17,1.54,6493442,198071545303,Europe,Western Europe
Syria,1986,35.8,68.94,6.17,11020718,10406379515,Asia,Western Asia
Tajikistan,1986,91.9,65.69,5.45,4690913,2160413499,Asia,Central Asia
Tanzania,1986,105.4,55.54,6.42,22516809,NA,Africa,Eastern Africa
Thailand,1986,36.7,69.15,2.45,53002775,51285501317,Asia,South-Eastern Asia
Timor-Leste,1986,155.9,53.99,5.31,674128,NA,Asia,South-Eastern Asia
Togo,1986,95.5,56.79,6.78,3363448,937002621.7,Africa,Western Africa
Tonga,1986,20.9,68.48,4.99,94147,143033612.4,Oceania,Polynesia
Trinidad and Tobago,1986,29,68.62,2.95,1184053,6467666526,Americas,Caribbean
Tunisia,1986,51.6,69.2,4.27,7509750,11550818723,Africa,Northern Africa
Turkey,1986,68.1,65.76,3.56,50187091,152034754423,Asia,Western Asia
Turkmenistan,1986,79.2,63.63,4.62,3310059,NA,Asia,Central Asia
Uganda,1986,115.7,51.94,7.1,15133740,2583445804,Africa,Eastern Africa
Ukraine,1986,18.6,70.82,2.05,51063970,NA,Europe,Eastern Europe
United Arab Emirates,1986,18,69.34,4.97,1430548,49462128951,Asia,Western Asia
United Kingdom,1986,9.5,74.78,1.82,56519444,979088489571,Europe,Northern Europe
United States,1986,10.4,74.87,1.84,243032017,6235265484267,Americas,Northern America
Uruguay,1986,24.3,72.2,2.52,3031032,14698909640,Americas,South America
Uzbekistan,1986,65.6,68.02,4.47,18640558,NA,Asia,Central Asia
Vanuatu,1986,35.7,60.27,5.14,133040,179801032.1,Oceania,Melanesia
Venezuela,1986,28.6,71.27,3.73,17968530,89281995940,Americas,South America
West Bank and Gaza,1986,43.3,69.82,6.6,1817336,NA,Asia,Western Asia
Vietnam,1986,41,68.07,4.06,62459557,12221006031,Asia,South-Eastern Asia
Yemen,1986,101.7,56.4,9.12,10153613,NA,Asia,Western Asia
Zambia,1986,108.3,54.85,6.74,7242496,2816611375,Africa,Eastern Africa
Zimbabwe,1986,51.7,64.9,6,9198874,4591397252,Africa,Eastern Africa
Albania,1987,40.8,73.14,3.13,3121336,3285045643,Europe,Southern Europe
Algeria,1987,46.3,68.75,5.51,23917889,44505319532,Africa,Northern Africa
Angola,1987,134.1,47.99,7.2,10285712,8007110659,Africa,Middle Africa
Antigua and Barbuda,1987,NA,72.7,2.07,63484,514281883.7,Americas,Caribbean
Argentina,1987,27.1,71.84,3.06,31326473,207111589518,Americas,South America
Armenia,1987,47.8,70.82,2.55,3457054,NA,Asia,Western Asia
Aruba,1987,NA,73.33,2.31,61835,803532294.7,Americas,Caribbean
Australia,1987,8.7,76.27,1.85,16314778,262027442116,Oceania,Australia and New Zealand
Austria,1987,9.4,74.86,1.43,7623700,131800268995,Europe,Western Europe
Azerbaijan,1987,77.3,66.46,2.95,6886428,NA,Asia,Western Asia
Bahamas,1987,22.2,68.02,2.73,243391,4760384593,Americas,Caribbean
Bahrain,1987,20.1,71.2,4.13,448994,4143273092,Asia,Western Asia
Bangladesh,1987,110.8,56.46,5.13,98149262,26554115959,Asia,Southern Asia
Barbados,1987,18.1,72.14,1.78,257609,2069149588,Americas,Caribbean
Belarus,1987,14.8,71.55,2.05,10113451,NA,Europe,Eastern Europe
Belgium,1987,9.2,75.22,1.56,9916261,167122428431,Europe,Western Europe
Belize,1987,37.9,71.6,4.77,174326,342655168,Americas,Central America
Benin,1987,114.8,53.89,6.9,4546136,1361681570,Africa,Western Africa
Bhutan,1987,104.9,58.54,6.13,500952,194873231.6,Asia,Southern Asia
Bolivia,1987,94,59.65,5.03,6464736,5190545502,Americas,South America
Bosnia and Herzegovina,1987,20.4,76.37,1.89,4491745,NA,Europe,Southern Europe
Botswana,1987,42,62.85,5.21,1260720,2239223778,Africa,Southern Africa
Brazil,1987,56.8,66.6,3.17,142437479,508190603692,Americas,South America
Brunei,1987,10.3,72.98,3.72,235980,4756917696,Asia,South-Eastern Asia
Bulgaria,1987,18.2,71.42,1.94,8943721,14935792899,Europe,Eastern Europe
Burkina Faso,1987,105.3,51.38,7.09,8140076,1448187889,Africa,Western Africa
Burundi,1987,103.3,46.88,7.57,5108581,925089140.8,Africa,Eastern Africa
Cambodia,1987,86,56.82,6.07,8228268,NA,Asia,South-Eastern Asia
Cameroon,1987,87.2,57.75,6.63,11031515,10347481106,Africa,Middle Africa
Canada,1987,7.5,76.76,1.58,26541981,503690868080,Americas,Northern America
Cape Verde,1987,54,67.33,5.68,323972,248249986.1,Africa,Western Africa
Central African Republic,1987,115.5,49.8,5.9,2751163,802606510.9,Africa,Middle Africa
Chad,1987,119.3,53.09,7.2,5409275,952703591.1,Africa,Middle Africa
Chile,1987,18.4,72.14,2.65,12507488,32882584739,Americas,South America
China,1987,42,66.23,2.68,1092646739,369679017911,Asia,Eastern Asia
Colombia,1987,31.5,70.96,3.28,32324326,67642617209,Americas,South America
Comoros,1987,95.8,56.15,6.14,379589,173166816.2,Africa,Eastern Africa
"Congo, Dem. Rep.",1987,122.9,53.81,6.96,31721541,8264177308,Africa,Middle Africa
"Congo, Rep.",1987,60.9,55.54,5.59,2202106,2650947683,Africa,Middle Africa
Costa Rica,1987,16.3,75.9,3.38,2872214,8450848890,Americas,Central America
Cote d'Ivoire,1987,105.2,55.43,6.75,10939987,8057679927,Africa,Western Africa
Croatia,1987,13.8,72,1.84,4758152,NA,Europe,Southern Europe
Cuba,1987,13.3,74.65,1.83,10269276,34828072770,Americas,Caribbean
Cyprus,1987,10.7,76.3,2.45,723380,4917507414,Asia,Western Asia
Czech Republic,1987,14.3,71.87,1.93,10311293,NA,Europe,Eastern Europe
Denmark,1987,8,74.97,1.5,5116351,121404648587,Europe,Northern Europe
Djibouti,1987,98.9,60.09,6.19,485565,NA,Africa,Eastern Africa
Dominican Republic,1987,51.3,69.96,3.7,6764623,13204966507,Americas,Caribbean
Ecuador,1987,50.1,69.46,4.04,9504132,11863935403,Americas,South America
Egypt,1987,73.5,63.7,4.83,52173840,56127744343,Africa,Northern Africa
El Salvador,1987,53.3,63.91,4.26,5051885,7765002616,Americas,Central America
Equatorial Guinea,1987,135.3,47.73,5.88,343290,198185017.8,Africa,Middle Africa
Eritrea,1987,101.6,50.06,6.54,2933871,NA,Africa,Eastern Africa
Estonia,1987,18,71.13,2.17,1551288,NA,Europe,Northern Europe
Ethiopia,1987,127.6,43.95,7.39,43470219,6059709673,Africa,Eastern Africa
Fiji,1987,27.3,64.43,3.51,721725,1163571019,Oceania,Melanesia
Finland,1987,5.9,74.89,1.59,4937259,89391929243,Europe,Northern Europe
France,1987,8.1,76.55,1.81,56005443,975443949951,Europe,Western Europe
French Polynesia,1987,NA,67.88,3.65,184958,2538212604,Oceania,Polynesia
Gabon,1987,62.5,58.58,5.61,876877,3336065492,Africa,Middle Africa
Gambia,1987,86.5,59.65,6.16,804134,496767274.6,Africa,Western Africa
Georgia,1987,41.9,69.94,2.26,5394998,9765335802,Asia,Western Asia
Germany,1987,8.3,75.15,1.43,77864381,1372849485574,Europe,Western Europe
Ghana,1987,89,56.31,5.94,13480381,2848318428,Africa,Western Africa
Greece,1987,13.9,76.01,1.58,9979755,91182501476,Europe,Southern Europe
Greenland,1987,NA,64.22,2.08,54371,900976668.5,Americas,Northern America
Grenada,1987,19.2,69.28,4.15,99381,299508469.6,Americas,Caribbean
Guatemala,1987,67.7,62.86,5.76,8523785,11575259560,Americas,Central America
Guinea,1987,150,49.37,6.64,5375058,1810451751,Africa,Western Africa
Guinea-Bissau,1987,143.1,50.26,6.73,987718,158075754.4,Africa,Western Africa
Guyana,1987,49.4,63.61,2.5,745149,498116916.9,Americas,South America
Haiti,1987,108.8,53.21,5.8,6670566,NA,Americas,Caribbean
Honduras,1987,51.2,68.42,5.44,4497875,4707495771,Americas,Central America
"Hong Kong, China",1987,NA,76.78,1.39,5564596,99988432056,Asia,Eastern Asia
Hungary,1987,19.4,69.69,1.84,10482364,46543367079,Europe,Eastern Europe
Iceland,1987,5.6,77.53,2.13,246867,6673703195,Europe,Northern Europe
India,1987,95.6,57.39,4.13,817232241,225569122810,Asia,Southern Asia
Indonesia,1987,69.3,62.63,3.47,171728916,86311448524,Asia,South-Eastern Asia
Iran,1987,51.9,60.83,5.76,51152122,62147762741,Asia,Southern Asia
Iraq,1987,45.1,62.05,6.11,16293719,NA,Asia,Western Asia
Ireland,1987,8.4,75.76,2.23,3566416,NA,Europe,Northern Europe
Israel,1987,11,75.29,3.06,4215756,64775226074,Asia,Western Asia
Italy,1987,9.4,76.36,1.35,56980621,856999900993,Europe,Southern Europe
Jamaica,1987,27.5,74.85,3.14,2348572,6503015442,Americas,Caribbean
Japan,1987,5,78.63,1.67,121021830,3548479971982,Asia,Eastern Asia
Jordan,1987,33.1,70.52,6.16,2982349,5979428781,Asia,Western Asia
Kazakhstan,1987,47.1,68.48,3.02,16167926,NA,Asia,Central Asia
Kenya,1987,62.7,62.13,6.6,21140344,9101413556,Africa,Eastern Africa
Kiribati,1987,77.2,56.93,4.75,67262,43606882.34,Oceania,Micronesia
South Korea,1987,7.4,70.18,1.67,41588374,229298003709,Asia,Eastern Asia
Kuwait,1987,17.6,76.29,3.31,1917950,NA,Asia,Western Asia
Kyrgyz Republic,1987,58.7,65.54,4.04,4179484,1672121410,Asia,Central Asia
Lao,1987,118.4,49.56,6.31,3895066,796345288,Asia,South-Eastern Asia
Latvia,1987,15,71.14,2.12,2629831,10189755820,Europe,Northern Europe
Lebanon,1987,30.8,68.53,3.28,2672182,NA,Asia,Western Asia
Lesotho,1987,73.7,58.51,5.17,1520244,407546340.3,Africa,Southern Africa
Liberia,1987,161.5,48.59,6.75,2196204,1161095594,Africa,Western Africa
Libya,1987,41.3,72.03,5.91,4076888,NA,Africa,Northern Africa
Lithuania,1987,13.6,72.26,2.05,3628532,NA,Europe,Northern Europe
Luxembourg,1987,8.5,73.97,1.47,371079,9887325850,Europe,Western Europe
"Macao, China",1987,NA,74.58,1.97,322655,3835209395,Asia,Eastern Asia
"Macedonia, FYR",1987,42.9,70.93,2.34,1994368,NA,Europe,Southern Europe
Madagascar,1987,106.4,54.63,6.23,10563491,2942247275,Africa,Eastern Africa
Malawi,1987,149.6,48.17,7.4,8108484,1124733859,Africa,Eastern Africa
Malaysia,1987,16.6,71.01,3.6,16703500,36118203573,Asia,South-Eastern Asia
Maldives,1987,77.7,63.3,6.89,203059,NA,Asia,Southern Asia
Mali,1987,137.8,48.18,7.09,8073178,1464393893,Africa,Western Africa
Malta,1987,11.3,76.33,2.06,345490,1893481029,Europe,Southern Europe
Mauritania,1987,82.1,58.64,6.1,1865356,928859549.9,Africa,Western Africa
Mauritius,1987,24.4,68.53,2.27,1030175,2279759883,Africa,Eastern Africa
Mexico,1987,42.1,70.26,3.67,80571067,372893000113,Americas,Central America
"Micronesia, Fed. Sts.",1987,45,64.07,5.3,90024,165356129.5,Oceania,Micronesia
Moldova,1987,29.9,67.69,2.63,4289099,3470900663,Europe,Eastern Europe
Mongolia,1987,87.3,61.18,4.91,2033345,1075128901,Asia,Eastern Asia
Montenegro,1987,18.2,74.21,1.98,616796,NA,Europe,Southern Europe
Morocco,1987,71,65.66,4.57,23560825,24927867669,Africa,Northern Africa
Mozambique,1987,165.7,50.45,6.35,13142516,2147199839,Africa,Eastern Africa
Namibia,1987,53.8,61,5.63,1247186,2460700528,Africa,Southern Africa
Nepal,1987,111.1,55.83,5.38,17472138,2871491521,Asia,Southern Asia
Netherlands,1987,7.5,76.78,1.56,14634787,250556085329,Europe,Western Europe
New Caledonia,1987,NA,69.72,3.05,159180,1472062056,Oceania,Melanesia
New Zealand,1987,10.6,74.36,2.24,3310408,38551087263,Oceania,Australia and New Zealand
Nicaragua,1987,56.5,70.51,5.12,3882940,3280269197,Americas,Central America
Niger,1987,141.4,45.57,7.77,7233482,1414868465,Africa,Western Africa
Nigeria,1987,125.4,53.78,6.63,88412917,27440226402,Africa,Western Africa
Norway,1987,8.2,76.07,1.75,4181326,113818805968,Europe,Northern Europe
Oman,1987,41.8,69.95,7.93,1620573,10698300397,Asia,Western Asia
Pakistan,1987,111.4,61.11,6.31,98301647,42583944209,Asia,Southern Asia
Panama,1987,28.1,74.06,3.26,2318444,7457435151,Americas,Central America
Papua New Guinea,1987,68.1,55.3,5.02,3865402,2395356163,Oceania,Melanesia
Paraguay,1987,40.7,73.36,4.84,3885433,5110005896,Americas,South America
Peru,1987,64.6,66.99,4.14,20451712,47194191419,Americas,South America
Philippines,1987,46.7,66.72,4.55,57312794,52301519734,Asia,South-Eastern Asia
Poland,1987,16.6,71.12,2.19,37867481,NA,Europe,Eastern Europe
Portugal,1987,14.5,74,1.65,9912208,73632065332,Europe,Southern Europe
Puerto Rico,1987,NA,74.08,2.28,3428846,35395908004,Americas,Caribbean
Qatar,1987,21.3,73.94,4.52,423327,NA,Asia,Western Asia
Romania,1987,32.6,70,2.41,23312045,49716312212,Europe,Eastern Europe
Russia,1987,23.5,69.81,2.23,145056221,NA,Europe,Eastern Europe
Rwanda,1987,93.1,49.69,8,6742390,1641172667,Africa,Eastern Africa
St. Lucia,1987,20.4,69.93,3.68,131032,350689789.2,Americas,Caribbean
St. Vincent and the Grenadines,1987,23.9,69.14,3.14,105892,236461552.4,Americas,Caribbean
Samoa,1987,28.4,67.27,5.4,161014,196785390.1,Oceania,Polynesia
Saudi Arabia,1987,45.2,72.28,6.33,14642354,122859910090,Asia,Western Asia
Senegal,1987,75.5,56.17,6.93,6846556,3373426354,Africa,Western Africa
Serbia,1987,31.1,71.99,2.24,9351938,NA,Europe,Southern Europe
Seychelles,1987,15.9,69.37,2.99,70010,315138082.8,Africa,Eastern Africa
Sierra Leone,1987,158.3,52.72,6.75,3681945,1048731091,Africa,Western Africa
Singapore,1987,7.9,73.68,1.62,2822828,35684612707,Asia,South-Eastern Asia
Slovak Republic,1987,17.7,71.24,2.17,5210451,28054474188,Europe,Eastern Europe
Slovenia,1987,10.8,72.1,1.63,1978541,NA,Europe,Southern Europe
Solomon Islands,1987,34.1,59.58,6.14,286868,NA,Oceania,Melanesia
South Africa,1987,51.4,60.83,4.05,34463077,104314077374,Africa,Southern Africa
Spain,1987,10.4,76.82,1.49,38950965,385182493102,Europe,Southern Europe
Sri Lanka,1987,20.5,70.05,2.7,16648992,8805730046,Asia,Southern Asia
Sudan,1987,82.8,58.23,6.34,18130501,6880944178,Africa,Northern Africa
Suriname,1987,43.8,69.29,3.06,383916,699731518.7,Americas,South America
Swaziland,1987,59.4,59.67,6.18,767417,782444189.4,Africa,Southern Africa
Sweden,1987,6.2,77.12,1.84,8413658,188642802914,Europe,Northern Europe
Switzerland,1987,7.1,77.47,1.55,6531160,201211926408,Europe,Western Europe
Syria,1987,34.3,69.35,5.96,11374772,10604886044,Asia,Western Asia
